央视频道,#genre#
CCTV-11戏曲,http://39.135.138.59:18890/PLTV/88888910/224/3221225628/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225628/index.m3u8#http://39.135.138.60:18890/TVOD/88888910/224/3221225628/index.m3u8
CCTV-12社会,http://39.134.115.163:8080/PLTV/88888910/224/3221225629/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225629/index.m3u8#http://39.135.138.60:18890/PLTV/88888910/224/3221225637/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225637/index.m3u8#http://39.135.138.60:18890/TVOD/88888910/224/3221225637/index.m3u8#http://39.135.138.60:18890/TVOD/88888910/224/3221225629/index.m3u8
CCTV-13新闻,http://39.135.138.60:18890/PLTV/88888910/224/3221225638/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225638/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225638/index.m3u8#http://39.135.138.60:18890/TVOD/88888910/224/3221225638/index.m3u8
CCTV-14少儿,http://39.135.138.60:18890/PLTV/88888910/224/3221225639/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225640/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225639/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225640/index.m3u8#http://39.135.138.60:18890/TVOD/88888910/224/3221225639/index.m3u8#http://39.135.138.60:18890/TVOD/88888910/224/3221225640/index.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225640/index.m3u8
CCTV-15音乐,http://39.134.115.163:8080/PLTV/88888910/224/3221225641/index.m3u8#http://39.135.138.60:18890/PLTV/88888910/224/3221225641/index.m3u8#http://39.135.138.60:18890/TVOD/88888910/224/3221225641/index.m3u8
CCTV-17农业,http://39.134.115.163:8080/PLTV/88888910/224/3221225908/index.m3u8#http://39.135.138.60:18890/TVOD/88888910/224/3221225909/index.m3u8#http://39.135.138.60:18890/TVOD/88888910/224/3221225908/index.m3u8#http://39.135.138.60:18890/TVOD/88888910/224/3221225907/index.m3u8
CCTV世界地理,http://42.176.185.28:9901/tsfile/live/1037_1.m3u8
CCTV央视文化精品,http://42.176.185.28:9901/tsfile/live/1028_1.m3u8
CCTV奥林匹克频道,http://39.135.138.60:18890/TVOD/88888910/224/3221226233/index.m3u8#http://39.135.138.60:18890/TVOD/88888910/224/3221226230/index.m3u8
CCTV风云剧场,http://42.176.185.28:9901/tsfile/live/1030_1.m3u8
CCTV风云足球,http://42.176.185.28:9901/tsfile/live/1017_1.m3u8
CCTV风云音乐,http://42.176.185.28:9901/tsfile/live/1024_1.m3u8
卫视频道,#genre#
河南卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225611/index.m3u8?fmt=ts2hls#http://39.135.138.58:18890/PLTV/88888888/224/3221225611/index.m3u8?fmt=ts2hls
东方卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225658/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225659/index.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225659/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225659/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225658/index.m3u8#http://39.135.138.60:18890/TVOD/88888910/224/3221225659/index.m3u8#http://39.135.138.60:18890/TVOD/88888910/224/3221225658/index.m3u8
湖南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225745/index.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225704/index.m3u8#http://hbpx.chinashadt.com:2036/live/px5.stream/playlist.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225704/index.m3u8#http://39.135.138.60:18890/TVOD/88888910/224/3221225745/index.m3u8#http://39.135.138.60:18890/TVOD/88888910/224/3221225704/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225704/index.m3u8
北京卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225673/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225674/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225600/index.m3u8?fmt=ts2hls#http://39.135.138.60:18890/TVOD/88888910/224/3221225673/index.m3u8#http://39.135.138.60:18890/TVOD/88888910/224/3221225674/index.m3u8#http://cm.wshls.homecdn.com/live/1bd71.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225673/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225674/index.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225673/index.m3u8
四川卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225733/index.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225487/index.m3u8?fmt=ts2hls
东南卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225657/index.m3u8#http://39.135.138.60:18890/TVOD/88888910/224/3221225657/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225657/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225657/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225585/index.m3u8?fmt=ts2hls
天津卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225698/index.m3u8#http://39.135.138.60:18890/TVOD/88888910/224/3221225698/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225485/index.m3u8?fmt=ts2hls#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225739/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225739/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225698/index.m3u8#http://39.135.138.60:18890/TVOD/88888910/224/3221225739/index.m3u8
安徽卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225737/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225691/index.m3u8#http://39.135.138.60:18890/TVOD/88888910/224/3221225737/index.m3u8#http://39.135.138.60:18890/TVOD/88888910/224/3221225691/index.m3u8
山东卫视,http://39.135.138.60:18890/TVOD/88888910/224/3221225738/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225738/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225697/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225484/index.m3u8?fmt=ts2hls#http://39.134.115.163:8080/PLTV/88888910/224/3221225738/index.m3u8#http://39.135.138.60:18890/TVOD/88888910/224/3221225697/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225738/index.m3u8
山西卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225730/index.m3u8#http://125.210.152.10:8060/live/SXWS.m3u8
广东卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225742/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225701/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225742/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225701/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225742/index.m3u8#http://cm.wshls.homecdn.com/live/1bd69.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225597/index.m3u8?fmt=ts2hls#http://39.135.138.60:18890/TVOD/88888910/224/3221225742/index.m3u8#http://39.135.138.60:18890/TVOD/88888910/224/3221225701/index.m3u8
广西卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225731/index.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221226211/index.m3u8?fmt=ts2hls#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226211/index.m3u8?fmt=ts2hls
江苏卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225743/index.m3u8#http://39.135.138.60:18890/TVOD/88888910/224/3221225702/index.m3u8#http://39.135.138.60:18890/TVOD/88888910/224/3221225743/index.m3u8#http://39.135.138.60:18890/PLTV/88888910/224/3221225702/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225702/index.m3u8#http://39.135.138.58:18890/PLTV/88888910/224/3221225702/index.m3u8
江西卫视,http://39.135.138.60:18890/TVOD/88888910/224/3221225705/index.m3u8#http://39.135.138.60:18890/TVOD/88888910/224/3221225746/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225746/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225705/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225746/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225705/index.m3u8#http://39.135.138.60:18890/PLTV/88888910/224/3221225705/index.m3u8
河北卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225610/index.m3u8?fmt=ts2hls#http://39.134.115.163:8080/PLTV/88888910/224/3221225732/index.m3u8#http://hbpx.chinashadt.com:2036/live/px4.stream/playlist.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225610/index.m3u8?fmt=ts2hls
浙江卫视,http://39.135.138.60:18890/TVOD/88888910/224/3221225744/index.m3u8#http://39.135.138.60:18890/TVOD/88888910/224/3221225703/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225744/index.m3u8#http://hw-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225703/index.m3u8#http://39.135.138.60:18890/PLTV/88888910/224/3221225703/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225744/index.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225703/index.m3u8#http://hw-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225491/index.m3u8?fmt=ts2hls#http://39.134.115.163:8080/PLTV/88888910/224/3221225703/index.m3u8
海南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225722/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226212/index.m3u8?fmt=ts2hls
深圳卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225700/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225741/index.m3u8#http://39.135.138.60:18890/TVOD/88888910/224/3221225741/index.m3u8#http://39.135.138.60:18890/TVOD/88888910/224/3221225700/index.m3u8
湖北卫视,http://39.135.138.60:18890/TVOD/88888910/224/3221225699/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225699/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225740/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225740/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225699/index.m3u8#http://39.135.138.60:18890/TVOD/88888910/224/3221225740/index.m3u8
辽宁卫视,http://39.135.138.60:18890/TVOD/88888910/224/3221225696/index.m3u8#http://39.135.138.60:18890/TVOD/88888910/224/3221225735/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225696/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225735/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225696/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225735/index.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225696/index.m3u8
重庆卫视,http://39.135.138.60:18890/TVOD/88888910/224/3221225692/index.m3u8#http://39.135.138.60:18890/TVOD/88888910/224/3221225734/index.m3u8#http://39.134.115.163:8080/TVOD/88888910/224/3221225692/index.m3u8#http://39.134.116.30:8080/PLTV/88888910/224/3221225692/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225734/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225734/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225692/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225612/index.m3u8?fmt=ts2hls#http://39.134.115.163:8080/PLTV/88888910/224/3221225692/index.m3u8
贵州卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225483/index.m3u8?fmt=ts2hls#http://39.134.115.163:8080/PLTV/88888910/224/3221225728/index.m3u8
甘肃卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225724/index.m3u8
云南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225664/index.m3u8
内蒙古卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225667/index.m3u8
陕西卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225729/index.m3u8
青海卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225727/index.m3u8
黑龙江卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225690/index.m3u8#http://39.135.138.60:18890/TVOD/88888910/224/3221225690/index.m3u8#http://39.135.138.60:18890/TVOD/88888910/224/3221225736/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225586/index.m3u8?fmt=ts2hls#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225690/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225736/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225736/index.m3u8
吉林卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225680/index.m3u8
宁夏卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225726/index.m3u8
新疆卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225725/index.m3u8
凤凰资讯,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4.m3u8
凤凰電影台,http://218.202.220.2:5000/nn_live.ts?id=NEWSASIA西藏卫视,http://media.vtibet.com/masvod/HLSLive/9/hanyuTV_q1.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225723/index.m3u8
西西卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225723/index.m3u8
西藏藏语,http://media.vtibet.com/masvod/HLSLive/7/zangyuTV_q1.m3u8
地方频道,#genre#
宝丰,http://live.dxhmt.cn:9081/tv/10421-1.m3u8
叶县,http://live.dxhmt.cn:9081/tv/10422-1.m3u8
叶县一套,http://ls.qingting.fm/live/345.m3u8
鲁山,http://live.dxhmt.cn:9081/tv/10423-1.m3u8
汝州科教,http://live.dxhmt.cn:9081/tv/10482-2.m3u8
汝阳,http://live.dxhmt.cn:9081/tv/10326-1.m3u8
河南·兰考FHD,http://live.dxhmt.cn:9081/tv/10225-1.m3u8
河南·济源一套FHD,http://live.dxhmt.cn:9081/tv/19001-1.m3u8
新乡,http://live.dxhmt.cn:9081/tv/10721-1.m3u8
新蔡,http://live.dxhmt.cn:9081/tv/11729-1.m3u8
新郑,http://live.dxhmt.cn:9081/tv/10184-1.m3u8
通化新闻,http://ls.qingting.fm/live/60808.m3u8
七彩戏剧,https://bp-caster.bestv.com.cn/250/1/video.m3u8
万州三峡移民,http://123.146.162.24:8017/c2F0hmi/1000/live.m3u8#http://123.146.162.24:8013/tslslive/PU2vzMI/hls/live_sd.m3u8#http://wanzhoulive.cbg.cn:8017/c2F0hmi/1000/live.m3u8
万州影视,http://123.146.162.24:8013/tslslive/vWlnEzU/hls/live_sd.m3u8
万州影视文艺,http://wanzhoulive.cbg.cn:8017/d4ceB1a/1000/live.m3u8#http://123.146.162.24:8017/d4ceB1a/1000/live.m3u8
万州科教频道,http://wanzhoulive.cbg.cn:8017/Cz7WPb8/800/live.m3u8#http://123.146.162.24:8017/Cz7WPb8/800/live.m3u8
万州综合频道,http://wanzhoulive.cbg.cn:8017/iTXwrGs/800/live.m3u8#http://123.146.162.24:8017/iTXwrGs/800/live.m3u8
万盛新闻综合,http://stream0.tv41.ru/live.m3u8
万载综合,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_wanzai.m3u8
万载综合频道,http://ls.qingting.fm/live/273.m3u8
三明公共,http://stream.smntv.cn/smtv2/sd/live.m3u8
三明新闻综合,http://stream.smntv.cn/smtv1/sd/live.m3u8#http://ls.qingting.fm/live/4885.m3u8
三立iNews,http://seb.sason.top/sc/slinews_fhd.m3u8
三立Live新闻,http://seb.sason.top/sc/sllive_fhd.m3u8
上海七彩戏曲,http://183.207.255.188/live/program/live/qcxj/1300000/mnf.m3u8
上海全纪实,http://183.207.255.188/live/program/live/qjshd/4000000/mnf.m3u8
上海动漫秀场,http://183.207.255.188/live/program/live/dmxchd/4000000/mnf.m3u8
上海哈哈炫动[736*540],http://183.207.255.188/live/program/live/xdkt/1300000/mnf.m3u8
上海外语FHD,http://183.207.255.188/live/program/live/wypdhd/4000000/mnf.m3u8
上海极速汽车,http://183.207.255.188/live/program/live/jsqchd/4000000/mnf.m3u8
上海欢笑剧场,http://183.207.255.188/live/program/live/hxjchd/4000000/mnf.m3u8
上海法制天地,http://183.207.255.188/live/program/live/fztd/1300000/mnf.m3u8
上海浦东财经,http://183.207.255.188/live/program/live/dfcj/1300000/mnf.m3u8
上海游戏风云,http://183.207.255.188/live/program/live/yxfyhd/4000000/mnf.m3u8
上海生活时尚FHD,http://183.207.255.188/live/program/live/shsshd/4000000/mnf.m3u8
上海纪实,http://39.134.115.163:8080/PLTV/88888910/224/3221225654/index.m3u8
上海纪实FHD,http://183.207.255.188/live/program/live/jspdhd/4000000/mnf.m3u8
上海耀才财经,http://202.69.67.66:443/webcast/bshdlive-mobile/playlist.m3u8
上海都市,http://183.207.255.188/live/program/live/ylpdhd/4000000/mnf.m3u8
上海金山电视台,http://live.mudu.tv/watch/4zbn2f.m3u8
上虞3新商都,http://l.cztvcloud.com/channels/lantian/SXshangyu3/720p.m3u8
上饶余干,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_yugan.m3u8
上饶鄱阳,http://pili-live-hls.poyang.jxxw.com.cn/pyxrmtzx/poyang.m3u8
丘北新闻综合,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel14/playlist.m3u8
东丰综合,http://stream5.jlntv.cn/df/sd/live.m3u8
东森新闻台,http://seb.sason.top/sc/dsxw_fhd.m3u8
东森财经新闻台,http://seb.sason.top/sc/dscjxw_fhd.m3u8
东至影视频道,http://223.247.33.124:1935/live/yingshi/playlist.m3u8
东至文化资讯,http://223.247.33.124:1935/live/wenhua/playlist.m3u8
个旧频道,http://tv.drs.hhtv.cc:8100/channellive/gjdst.flv
中台灣生活網,http://58.99.33.16:1935/liveedge17/live_852_3.stream/chunklist.m3u8#http://58.99.33.16:1935/liveedge17/live_020_3.stream/chunklist.m3u8
中国气象,http://hls.weathertv.cn/tslslive/qCFIfHB/hls/live_sd.m3u8
中國環球電視,http://live.cgtn.com/500/prog_index.m3u8
中天新闻,http://seb.sason.top/sc/ztxw_fhd.m3u8
中视新闻,http://seb.sason.top/sc/zsxw_fhd.m3u8
临县电视台,http://hgwfkx5eb6j8bf3pd0c.exp.bcelive.com/lss-hipjx2r38fk0zcb4/live.m3u8
丽水-云和综合,http://l.cztvcloud.com/channels/lantian/SXyunhe1/720p.m3u8
丽水-庆元综合,http://l.cztvcloud.com/channels/lantian/SXqingyuan1/720p.m3u8
丽水-松阳综合,http://l.cztvcloud.com/channels/lantian/SXsongyang1/720p.m3u8
丽水-缙云综合,http://l.cztvcloud.com/channels/lantian/SXjinyun1/720p.m3u8
丽水-遂昌综合,http://l.cztvcloud.com/channels/lantian/SXsuichang1/720p.m3u8
丽水-青田综合,http://l.cztvcloud.com/channels/lantian/SXqingtian1/720p.m3u8
丽水-龙泉综合,http://l.cztvcloud.com/channels/lantian/SXlongquan1/720p.m3u8
云南国际,http://tvlive.ynradio.com/live/yunnanguoji/playlist.m3u8
云南娱乐,http://tvlive.ynradio.com/live/yunnanyule/playlist.m3u8
云南少儿,http://tvlive.ynradio.com/live/yunnanshaoer/playlist.m3u8
云南文山综合台,http://tvdrs.wsrtv.com.cn:8100/channellive/ch1.flv
云南西双版纳一,http://file.xsbnrtv.cn/vms/videos/nmip-media/channellive/channel1/playlist.m3u8
云南西双版纳二,http://file.xsbnrtv.cn/vms/videos/nmip-media/channellive/channel3/playlist.m3u8
云南麻栗坡电视,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel18/playlist.m3u8
云朵妈妈HD,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/d8ad434c6b08421a927557a4d98da65c/1200.m3u8
亳州农村频道,http://220.180.110.101:8083/videos/live/39/13/o4ncrHkSp7q09/o4ncrHkSp7q09.M3U8
亳州新闻频道,http://220.180.110.101:8083/videos/live/33/59/NC7XQdEveyncq/NC7XQdEveyncq.M3U8
伊利汉语综合,http://110.153.180.106:55555/out_1/index.m3u8
伊利经济法治,http://110.153.180.106:55555/out_4/index.m3u8
伊春综合频道,http://ms3.yichuntv.com/dd6b4a0b336b4aa8a8ef822b97938029/h264_800k_ts/index.m3u8?type=flv2hls_m3u8
倒霉特熊,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/87f87ba569c147e3805f80e4844d2de9/1200.m3u8
六安公共频道,http://ls.qingting.fm/live/1794199.m3u8
六安新闻综合,http://ls.qingting.fm/live/267.m3u8
农安新闻综合,http://ls.qingting.fm/live/1288.m3u8
分宜综合,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_fenyi_tv.m3u8
创世电视,https://cdn.deepcore.online/hlsme/ctv_hk.m3u8
